Report Date,Borough,Community District,Adult Family Comm Hotel,Adult Family Shelter,Adult Shelter,Adult Shelter Comm Hotel,FWC Cluster,FWC Comm Hotel,FWC Shelter
07/31/2021,Manhattan,110,,,11,,,,8
07/31/2021,Manhattan,111,,,10,,,,7
07/31/2021,Manhattan,112,,,3,,,,
07/31/2021,Queens,401,,,1,8,,1,2
07/31/2021,Queens,402,,1,,1,,2,1
07/31/2021,Queens,403,,,,3,,,4
07/31/2021,Queens,404,,,,2,,,1
07/31/2021,Queens,405,,,1,,,,
07/31/2021,Queens,407,,,2,1,,1,
07/31/2021,Queens,408,,,,,,,1
07/31/2021,Queens,409,,,1,,,,
07/31/2021,Queens,410,2,,1,1,,3,
07/31/2021,Queens,412,,1,3,6,,,6
07/31/2021,Queens,413,,,,6,,2,2
07/31/2021,Queens,414,,1,1,2,,1,1
07/31/2021,Staten Island,501,,,,,,,1
10/31/2021,Bronx,206,,1,2,,,,18
10/31/2021,Bronx,207,,1,5,,,,3
10/31/2021,Bronx,208,,,,,,,1
10/31/2021,Bronx,209,,,2,,,,6
10/31/2021,Bronx,210,,,,,,,3
10/31/2021,Bronx,211,,,,,,,
10/31/2021,Bronx,212,,,1,,,,3
10/31/2021,Brooklyn,301,,1,5,1,,,
10/31/2021,Brooklyn,302,,1,3,,,,1
10/31/2021,Brooklyn,303,,,5,,,,6
10/31/2021,Brooklyn,304,,,4,2,,,4
10/31/2021,Brooklyn,305,,,6,3,,,6
10/31/2021,Brooklyn,306,,1,2,3,,,1
10/31/2021,Brooklyn,307,,,2,5,,,1
10/31/2021,Brooklyn,308,,,3,1,,,5
10/31/2021,Brooklyn,309,,,1,,,,1
10/31/2021,Brooklyn,312,,,1,,,,1
10/31/2021,Brooklyn,313,,,,1,,,1
10/31/2021,Brooklyn,314,,,,,,,1
10/31/2021,Brooklyn,315,,,,,,,1
10/31/2021,Brooklyn,316,,,4,6,,,15
10/31/2021,Brooklyn,317,,,,1,,,3
10/31/2021,Brooklyn,318,,1,,,,,1
10/31/2021,Manhattan,101,,,,1,,1,
10/31/2021,Manhattan,102,,,,,,,
08/31/2021,Bronx,201,,,3,2,,,6
08/31/2021,Bronx,202,,1,1,,1,,5
08/31/2021,Bronx,203,,1,7,2,,,6
08/31/2021,Bronx,204,,,2,1,2,,13
08/31/2021,Bronx,205,,1,3,,3,,7
08/31/2021,Bronx,206,,1,2,,,,18
08/31/2021,Bronx,207,,1,5,,,,3
08/31/2021,Bronx,208,,,,,,,1
08/31/2021,Bronx,209,,,2,,,,6
08/31/2021,Bronx,210,,,,,,,3
08/31/2021,Bronx,211,,,,,,,
08/31/2021,Bronx,212,,,1,1,,,3
08/31/2021,Brooklyn,301,,1,4,2,,,
08/31/2021,Brooklyn,302,,1,3,2,,,1
08/31/2021,Brooklyn,303,,,5,1,,,6
08/31/2021,Brooklyn,304,,,5,3,,,4
08/31/2021,Brooklyn,305,,,7,5,,,6
08/31/2021,Brooklyn,306,,1,2,3,,,1
08/31/2021,Brooklyn,307,,,2,6,,,1
08/31/2021,Brooklyn,308,,,3,1,,,6
08/31/2021,Brooklyn,309,,,1,,,,1
08/31/2021,Brooklyn,312,,,1,,,,1
08/31/2021,Brooklyn,313,,,,1,,,1
08/31/2021,Brooklyn,314,,,,,,,1
08/31/2021,Brooklyn,315,,,,,,,1
08/31/2021,Brooklyn,316,,,4,6,,1,15
08/31/2021,Brooklyn,317,,,,1,,,3
08/31/2021,Brooklyn,318,,1,,,,,1
08/31/2021,Manhattan,101,,,,1,,1,
08/31/2021,Manhattan,102,,,,,,,
08/31/2021,Manhattan,103,,,6,3,,,3
08/31/2021,Manhattan,104,,,2,1,,2,
08/31/2021,Manhattan,105,,2,,1,,6,1
08/31/2021,Manhattan,106,,,3,1,,,
08/31/2021,Manhattan,107,,1,3,,,,3
08/31/2021,Manhattan,108,,,1,,,,
08/31/2021,Manhattan,109,,,,,,,4
08/31/2021,Manhattan,110,,,11,,,,8
08/31/2021,Manhattan,111,,,10,,,,7
08/31/2021,Manhattan,112,,,3,,,,
08/31/2021,Queens,401,,,1,8,,1,2
08/31/2021,Queens,402,,1,,3,,1,1
08/31/2021,Queens,403,,,,3,,,4
08/31/2021,Queens,404,,,,2,,,1
08/31/2021,Queens,405,,,1,,,,
08/31/2021,Queens,407,,,2,1,,,
08/31/2021,Queens,408,,,,,,,1
08/31/2021,Queens,409,,,1,,,,
08/31/2021,Queens,410,2,,1,1,,2,
08/31/2021,Queens,412,,1,3,4,,,6
08/31/2021,Queens,413,,,,6,,2,2
08/31/2021,Queens,414,,1,1,1,,1,1
08/31/2021,Staten Island,501,,,,,,,1
10/31/2021,Manhattan,103,,,5,3,,,3
10/31/2021,Manhattan,104,,,2,1,,1,
10/31/2021,Manhattan,105,,1,,2,,5,1
10/31/2021,Manhattan,106,,,3,1,,,
10/31/2021,Manhattan,107,,1,2,,,,3
10/31/2021,Manhattan,108,,,1,,,,
10/31/2021,Manhattan,109,,,,,,,4
10/31/2021,Manhattan,110,,,11,,,,8
10/31/2021,Manhattan,111,,,10,,,,7
10/31/2021,Manhattan,112,,,3,,,,
10/31/2021,Queens,401,,,1,5,,,2
10/31/2021,Queens,402,,1,,2,,1,1
10/31/2021,Queens,403,,,,2,,,4
10/31/2021,Queens,404,,,,2,,,1
10/31/2021,Queens,405,,,1,,,,
10/31/2021,Queens,407,,,2,,,,
10/31/2021,Queens,408,,,,,,,1
10/31/2021,Queens,409,,,1,,,,
10/31/2021,Queens,410,2,,1,1,,1,
10/31/2021,Queens,412,,1,3,3,,,6
10/31/2021,Queens,413,,,,6,,,2
10/31/2021,Queens,414,,1,1,1,,,1
10/31/2021,Staten Island,501,,,,,,,1
11/30/2021,Bronx,201,,,4,2,,,6
11/30/2021,Bronx,202,,1,,,,,5
11/30/2021,Bronx,203,,,7,2,,,7
11/30/2021,Bronx,204,,,2,,,,13
11/30/2021,Bronx,205,,1,3,,,,7
11/30/2021,Bronx,206,,1,2,,,,18
11/30/2021,Bronx,207,,,5,,,,3
11/30/2021,Bronx,208,,,,,,,1
11/30/2021,Bronx,209,,,2,,,,6
11/30/2021,Bronx,210,,,,,,,3
11/30/2021,Bronx,211,,,,,,,
11/30/2021,Bronx,212,,,1,,,,3
11/30/2021,Brooklyn,301,,1,5,1,,,
11/30/2021,Brooklyn,302,,1,3,,,,1
11/30/2021,Brooklyn,303,,,5,,,,6
11/30/2021,Brooklyn,304,,,3,2,,,4
11/30/2021,Brooklyn,305,,,6,3,,,6
11/30/2021,Brooklyn,306,,1,2,3,,,1
11/30/2021,Brooklyn,307,,,2,5,,,1
11/30/2021,Brooklyn,308,,,3,1,,,6
11/30/2021,Brooklyn,309,,,1,,,,1
11/30/2021,Brooklyn,312,,,1,,,,1
11/30/2021,Brooklyn,313,,,,1,,,1
11/30/2021,Brooklyn,314,,,,,,,1
11/30/2021,Brooklyn,315,,,,,,,1
11/30/2021,Brooklyn,316,,,4,6,,,15
11/30/2021,Brooklyn,317,,,,1,,,3
11/30/2021,Brooklyn,318,,1,,,,,1
11/30/2021,Manhattan,101,,,,1,,,
11/30/2021,Manhattan,102,,,,,,,
11/30/2021,Manhattan,103,,,5,3,,,3
11/30/2021,Manhattan,104,,,2,1,,1,
11/30/2021,Manhattan,105,,1,1,2,,4,1
11/30/2021,Manhattan,106,,,3,1,,,
11/30/2021,Manhattan,107,,1,2,,,,3
11/30/2021,Manhattan,108,,,1,,,,
11/30/2021,Manhattan,109,,,,,,,4
11/30/2021,Manhattan,110,,,11,,,,8
11/30/2021,Manhattan,111,,,10,,,,7
11/30/2021,Manhattan,112,,,3,,,,
11/30/2021,Queens,401,,,1,3,,,2
11/30/2021,Queens,402,,1,,2,,1,1
11/30/2021,Queens,403,,,,1,,,4
11/30/2021,Queens,404,,,,2,,,1
11/30/2021,Queens,405,,,1,,,,
11/30/2021,Queens,407,,,2,,,,
11/30/2021,Queens,408,,,,,,,1
11/30/2021,Queens,409,,,1,,,,
11/30/2021,Queens,410,2,,1,1,,,
11/30/2021,Queens,412,,1,3,1,,,6
11/30/2021,Queens,413,,,,6,,,2
11/30/2021,Queens,414,,1,1,1,,,1
11/30/2021,Staten Island,501,,,,,,,1
12/31/2021,Bronx,201,,,4,2,,,6
12/31/2021,Bronx,202,,1,,,,,5
12/31/2021,Bronx,203,,,7,2,,,7
12/31/2021,Bronx,204,,,2,,,,13
12/31/2021,Bronx,205,,1,3,,,,7
12/31/2021,Bronx,206,,1,2,,,,18
12/31/2021,Bronx,207,,,5,,,,4
12/31/2021,Bronx,208,,,,,,,1
12/31/2021,Bronx,209,,,2,,,,6
12/31/2021,Bronx,210,,,,,,,3
12/31/2021,Bronx,211,,,,,,,
12/31/2021,Bronx,212,,,1,,,,3
12/31/2021,Brooklyn,301,,1,5,1,,,
12/31/2021,Brooklyn,302,,1,3,,,,1
12/31/2021,Brooklyn,303,,,5,,,,6
12/31/2021,Brooklyn,304,,,3,2,,,4
12/31/2021,Brooklyn,305,,,6,3,,,6
12/31/2021,Brooklyn,306,,1,2,3,,,1
12/31/2021,Brooklyn,307,,,2,5,,,1
12/31/2021,Brooklyn,308,,,3,1,,,6
12/31/2021,Brooklyn,309,,,1,,,,1
12/31/2021,Brooklyn,312,,,1,,,,1
12/31/2021,Brooklyn,313,,,,1,,,1
12/31/2021,Brooklyn,314,,,,,,,1
12/31/2021,Brooklyn,315,,,,,,,1
12/31/2021,Brooklyn,316,,,4,6,,,14
12/31/2021,Brooklyn,317,,,,1,,,3
12/31/2021,Brooklyn,318,,1,1,,,,1
12/31/2021,Manhattan,101,,,,1,,,
12/31/2021,Manhattan,102,,,,,,,
12/31/2021,Manhattan,103,,,5,3,,,3
12/31/2021,Manhattan,104,,,2,1,,1,
12/31/2021,Manhattan,105,,1,1,3,,3,1
12/31/2021,Manhattan,106,,,3,1,,,
12/31/2021,Manhattan,107,,1,2,,,,3
12/31/2021,Manhattan,108,,,1,,,,
12/31/2021,Manhattan,109,,,,,,,4
12/31/2021,Manhattan,110,,,11,,,,8
12/31/2021,Manhattan,111,,,10,,,,7
12/31/2021,Manhattan,112,,,3,,,,
12/31/2021,Queens,401,,,1,3,,,2
12/31/2021,Queens,402,,1,,2,,1,1
12/31/2021,Queens,403,,,,1,,,4
12/31/2021,Queens,404,,,,2,,,1
12/31/2021,Queens,405,,,1,,,,1
12/31/2021,Queens,407,,,2,,,,
12/31/2021,Queens,408,,,,,,,1
12/31/2021,Queens,409,,,1,,,,
12/31/2021,Queens,410,1,,1,2,,,
12/31/2021,Queens,412,,1,3,1,,,6
12/31/2021,Queens,413,,,,6,,,2
12/31/2021,Queens,414,,1,1,1,,,1
12/31/2021,Staten Island,501,,,,,,,1
02/28/2022,Bronx,201,,,4,2,,,6
02/28/2022,Bronx,202,,1,,,,,5
02/28/2022,Bronx,203,,,7,2,,,7
02/28/2022,Bronx,204,,,2,,,,13
02/28/2022,Bronx,205,,1,3,,,,7
02/28/2022,Bronx,206,,1,2,,,,18
02/28/2022,Bronx,207,,,5,,,,4
02/28/2022,Bronx,208,,,,,,,1
02/28/2022,Bronx,209,,,2,,,,6
02/28/2022,Bronx,210,,,,,,,3
02/28/2022,Bronx,211,,,,,,,
02/28/2022,Bronx,212,,,1,,,,3
02/28/2022,Brooklyn,301,,1,5,1,,,
02/28/2022,Brooklyn,302,,1,3,,,,1
02/28/2022,Brooklyn,303,,,5,,,,6
02/28/2022,Brooklyn,304,,,2,2,,,4
02/28/2022,Brooklyn,305,,,6,3,,,6
02/28/2022,Brooklyn,306,,1,2,3,,,1
02/28/2022,Brooklyn,307,,,2,5,,,1
02/28/2022,Brooklyn,308,,,2,1,,,6
02/28/2022,Brooklyn,309,,,1,,,,1
02/28/2022,Brooklyn,312,,,1,,,,1
02/28/2022,Brooklyn,313,,,,1,,,1
02/28/2022,Brooklyn,314,,,,,,,1
02/28/2022,Brooklyn,315,,,,,,,1
02/28/2022,Brooklyn,316,,,4,5,,,14
02/28/2022,Brooklyn,317,,,,1,,,3
02/28/2022,Brooklyn,318,,1,1,,,,1
02/28/2022,Manhattan,101,,,,1,,,
02/28/2022,Manhattan,102,,,,,,,
02/28/2022,Manhattan,103,,,5,3,,,3
02/28/2022,Manhattan,104,,,2,2,,,
02/28/2022,Manhattan,105,,1,1,4,,,1
02/28/2022,Manhattan,106,,,3,,,,
02/28/2022,Manhattan,107,,1,3,,,,3
02/28/2022,Manhattan,108,,,1,,,,
02/28/2022,Manhattan,109,,,,,,,4
02/28/2022,Manhattan,110,,,11,,,,8
02/28/2022,Manhattan,111,,,10,,,,7
02/28/2022,Manhattan,112,,,3,,,,
02/28/2022,Queens,401,,,1,3,,,2
02/28/2022,Queens,402,,1,,3,,,1
02/28/2022,Queens,403,,,,1,,,4
02/28/2022,Queens,404,,,,2,,,1
02/28/2022,Queens,405,,,1,,,,1
02/28/2022,Queens,407,,,2,,,,
02/28/2022,Queens,408,,,,,,,1
02/28/2022,Queens,409,,,1,,,,
02/28/2022,Queens,410,1,,1,2,,,
02/28/2022,Queens,412,,1,3,1,,,6
02/28/2022,Queens,413,,,,6,,,2
02/28/2022,Queens,414,,1,1,1,,,1
02/28/2022,Staten Island,501,,,,,,,1
01/31/2022,Bronx,201,,,4,2,,,6
01/31/2022,Bronx,202,,1,1,,,,5
01/31/2022,Bronx,203,,,7,2,,,7
01/31/2022,Bronx,204,,,2,,,,13
01/31/2022,Bronx,205,,1,3,,,,7
01/31/2022,Bronx,206,,1,2,,,,18
01/31/2022,Bronx,207,,,5,,,,4
01/31/2022,Bronx,208,,,,,,,1
01/31/2022,Bronx,209,,,2,,,,6
01/31/2022,Bronx,210,,,,,,,3
01/31/2022,Bronx,211,,,,,,,
01/31/2022,Bronx,212,,,1,,,,3
01/31/2022,Brooklyn,301,,1,5,1,,,
01/31/2022,Brooklyn,302,,1,3,,,,1
01/31/2022,Brooklyn,303,,,5,,,,6
01/31/2022,Brooklyn,304,,,2,2,,,4
01/31/2022,Brooklyn,305,,,6,3,,,6
01/31/2022,Brooklyn,306,,1,2,3,,,1
01/31/2022,Brooklyn,307,,,2,5,,,1
01/31/2022,Brooklyn,308,,,2,1,,,6
01/31/2022,Brooklyn,309,,,1,,,,1
01/31/2022,Brooklyn,312,,,1,,,,1
01/31/2022,Brooklyn,313,,,,1,,,1
01/31/2022,Brooklyn,314,,,,,,,1
01/31/2022,Brooklyn,315,,,,,,,1
01/31/2022,Brooklyn,316,,,4,5,,,14
01/31/2022,Brooklyn,317,,,,1,,,3
01/31/2022,Brooklyn,318,,1,1,,,,1
01/31/2022,Manhattan,101,,,,1,,,
01/31/2022,Manhattan,102,,,,,,,
01/31/2022,Manhattan,103,,,5,3,,,3
01/31/2022,Manhattan,104,,,2,2,,,
01/31/2022,Manhattan,105,,1,1,4,,,1
01/31/2022,Manhattan,106,,,3,,,,
01/31/2022,Manhattan,107,,1,2,,,,3
01/31/2022,Manhattan,108,,,1,,,,
01/31/2022,Manhattan,109,,,,,,,4
01/31/2022,Manhattan,110,,,11,,,,8
01/31/2022,Manhattan,111,,,10,,,,7
01/31/2022,Manhattan,112,,,3,,,,
01/31/2022,Queens,401,,,1,3,,,2
01/31/2022,Queens,402,,1,,3,,,1
01/31/2022,Queens,403,,,,1,,,4
01/31/2022,Queens,404,,,,2,,,1
01/31/2022,Queens,405,,,1,,,,1
01/31/2022,Queens,407,,,2,,,,
01/31/2022,Queens,408,,,,,,,1
01/31/2022,Queens,409,,,1,,,,
01/31/2022,Queens,410,1,,1,2,,,
01/31/2022,Queens,412,,1,3,1,,,6
01/31/2022,Queens,413,,,,6,,,2
01/31/2022,Queens,414,,1,1,1,,,1
01/31/2022,Staten Island,501,,,,,,,1
03/31/2022,Bronx,201,,,4,2,,,6
03/31/2022,Bronx,202,,1,,,,,5
03/31/2022,Bronx,203,,,7,1,,,7
03/31/2022,Bronx,204,,,2,,,,13
03/31/2022,Bronx,205,,1,3,,,,7
03/31/2022,Bronx,206,,1,2,,,,18
03/31/2022,Bronx,207,,,5,,,,4
03/31/2022,Bronx,208,,,,,,,1
03/31/2022,Bronx,209,,,2,,,,6
03/31/2022,Bronx,210,,,,,,,3
03/31/2022,Bronx,211,,,,,,,
03/31/2022,Bronx,212,,,1,,,,3
03/31/2022,Brooklyn,301,,1,5,1,,,
03/31/2022,Brooklyn,302,,1,3,,,,1
03/31/2022,Brooklyn,303,,,5,,,,6
03/31/2022,Brooklyn,304,,,2,2,,,4
03/31/2022,Brooklyn,305,,,6,3,,,6
03/31/2022,Brooklyn,306,,1,2,3,,,1
03/31/2022,Brooklyn,307,,,2,5,,,1
03/31/2022,Brooklyn,308,,,2,1,,,6
03/31/2022,Brooklyn,309,,,1,,,,1
03/31/2022,Brooklyn,312,,,1,,,,1
03/31/2022,Brooklyn,313,,,,1,,,1
03/31/2022,Brooklyn,314,,,,,,,1
03/31/2022,Brooklyn,315,,,,,,,1
03/31/2022,Brooklyn,316,,,4,5,,,13
03/31/2022,Brooklyn,317,,,,1,,,3
03/31/2022,Brooklyn,318,,1,1,,,,1
03/31/2022,Manhattan,101,,,,1,,,
03/31/2022,Manhattan,102,,,,,,,
03/31/2022,Manhattan,103,,,5,3,,,3
03/31/2022,Manhattan,104,,,2,2,,,
03/31/2022,Manhattan,105,,1,1,2,,,2
03/31/2022,Manhattan,106,,,3,,,,
03/31/2022,Manhattan,107,,1,2,,,,3
03/31/2022,Manhattan,108,,,1,,,,
03/31/2022,Manhattan,109,,,,,,,4
03/31/2022,Manhattan,110,,,11,,,,8
03/31/2022,Manhattan,111,,,10,,,,7
03/31/2022,Manhattan,112,,,3,,,,
03/31/2022,Queens,401,,,1,3,,,2
03/31/2022,Queens,402,,1,,3,,,1
03/31/2022,Queens,403,,,,1,,,4
03/31/2022,Queens,404,,,,2,,,1
03/31/2022,Queens,405,,,1,,,,1
03/31/2022,Queens,407,,,2,,,,
03/31/2022,Queens,408,,,,,,,1
03/31/2022,Queens,409,,,1,,,,
03/31/2022,Queens,410,1,,1,2,,,
03/31/2022,Queens,412,,1,3,1,,,7
03/31/2022,Queens,413,,,1,6,,,2
03/31/2022,Queens,414,,1,1,1,,,1
03/31/2022,Staten Island,501,,,,,,,1
04/30/2022,Bronx,201,,,4,2,,,6
04/30/2022,Bronx,202,,1,,,,,5
04/30/2022,Bronx,203,,,7,1,,,7
04/30/2022,Bronx,204,,,2,,,,13
04/30/2022,Bronx,205,,1,3,,,,7
04/30/2022,Bronx,206,,,2,,,,18
04/30/2022,Bronx,207,,,5,,,,4
04/30/2022,Bronx,208,,,,,,,1
04/30/2022,Bronx,209,,,2,,,,6
04/30/2022,Bronx,210,,,,,,,3
04/30/2022,Bronx,211,,,,,,,
04/30/2022,Bronx,212,,,1,,,,3
04/30/2022,Brooklyn,301,,1,5,1,,,
04/30/2022,Brooklyn,302,,1,3,,,,1
04/30/2022,Brooklyn,303,,,5,,,,6
04/30/2022,Brooklyn,304,,,2,2,,,4
04/30/2022,Brooklyn,305,,,6,3,,,6
04/30/2022,Brooklyn,306,,1,2,2,,,1
04/30/2022,Brooklyn,307,,,3,5,,,1
04/30/2022,Brooklyn,308,,,2,1,,,6
04/30/2022,Brooklyn,309,,,1,,,,1
04/30/2022,Brooklyn,312,,,1,,,,1
04/30/2022,Brooklyn,313,,,,1,,,1
04/30/2022,Brooklyn,314,,,1,,,,1
04/30/2022,Brooklyn,315,,,,,,,1
04/30/2022,Brooklyn,316,,,4,5,,,13
04/30/2022,Brooklyn,317,,,,,,,3
04/30/2022,Brooklyn,318,,1,,,,,1
04/30/2022,Manhattan,101,,,,1,,,
04/30/2022,Manhattan,102,,,,,,,
04/30/2022,Manhattan,103,,,5,3,,,3
04/30/2022,Manhattan,104,,,2,2,,,
04/30/2022,Manhattan,105,,1,1,1,,,1
04/30/2022,Manhattan,106,,,3,,,,
04/30/2022,Manhattan,107,,1,2,,,,3
04/30/2022,Manhattan,108,,,1,,,,
04/30/2022,Manhattan,109,,,,,,,4
04/30/2022,Manhattan,110,,,11,,,,8
04/30/2022,Manhattan,111,,,10,,,,7
04/30/2022,Manhattan,112,,,3,,,,
04/30/2022,Queens,401,,,1,3,,,2
04/30/2022,Queens,402,,1,,3,,,1
04/30/2022,Queens,403,,,,1,,,4
04/30/2022,Queens,404,,,,2,,,1
04/30/2022,Queens,405,,,1,,,,1
04/30/2022,Queens,407,,,2,,,,
04/30/2022,Queens,408,,,,,,,1
04/30/2022,Queens,409,,,1,,,,
04/30/2022,Queens,410,,,1,2,,,
04/30/2022,Queens,412,,1,3,1,,,7
04/30/2022,Queens,413,,,1,6,,,2
04/30/2022,Queens,414,,1,1,1,,,1
04/30/2022,Staten Island,501,,,,,,,1
06/30/2022,Bronx,201,,,4,2,,,6
06/30/2022,Bronx,202,,1,,,,,5
06/30/2022,Bronx,203,,,7,1,,,7
06/30/2022,Bronx,204,,,2,,,,13
06/30/2022,Bronx,205,,1,3,,,,7
06/30/2022,Bronx,206,,,2,,,,18
06/30/2022,Bronx,207,,,5,,,,4
06/30/2022,Bronx,208,,,,,,,1
06/30/2022,Bronx,209,,,2,,,,6
06/30/2022,Bronx,210,,,,,,,3
06/30/2022,Bronx,211,,,,,,,
06/30/2022,Bronx,212,,,1,,,,1
06/30/2022,Brooklyn,301,,1,5,1,,,
06/30/2022,Brooklyn,302,,1,3,,,,1
06/30/2022,Brooklyn,303,,,5,,,,6
06/30/2022,Brooklyn,304,,,2,2,,,4
06/30/2022,Brooklyn,305,,,6,3,,,6
06/30/2022,Brooklyn,306,,1,2,2,,,1
06/30/2022,Brooklyn,307,,,3,5,,,1
06/30/2022,Brooklyn,308,,,2,1,,,5
06/30/2022,Brooklyn,309,,,1,,,,1
06/30/2022,Brooklyn,312,,,1,,,,1
